annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card
701.0,81118,ipad,lightbox,black,Hydroxyurea (oral),33 mix 5,0.2330643804,23.3,False
702.0,81118,ipad,no light,black,Hydroxyurea (oral),33 mix 5,0.2330643804,23.3,False
703.0,80485,nokia,benchtop,black,Hydroxyurea (oral),33 mix 6,0.2330643804,23.3,False
704.0,80485,nokia,lightbox,black,Hydroxyurea (oral),33 mix 6,0.2330643804,23.3,False
705.0,80485,nokia,no light,black,Hydroxyurea (oral),33 mix 6,0.2330643804,23.3,False
706.0,80485,ipad,benchtop,black,Hydroxyurea (oral),33 mix 6,0.2330643804,23.3,False
707.0,80485,ipad,lightbox,black,Hydroxyurea (oral),33 mix 6,0.2330643804,23.3,False
708.0,80485,ipad,no light,black,Hydroxyurea (oral),33 mix 6,0.2330643804,23.3,False
709.0,80484,nokia,benchtop,black,Hydroxyurea (oral),33 mix 7,0.2330643804,23.3,False
710.0,80484,nokia,lightbox,black,Hydroxyurea (oral),33 mix 7,0.2330643804,23.3,False
711.0,80484,nokia,no light,black,Hydroxyurea (oral),33 mix 7,0.2330643804,23.3,False
712.0,80484,ipad,benchtop,black,Hydroxyurea (oral),33 mix 7,0.2330643804,23.3,False
713.0,80484,ipad,lightbox,black,Hydroxyurea (oral),33 mix 7,0.2330643804,23.3,False
714.0,80484,ipad,no light,black,Hydroxyurea (oral),33 mix 7,0.2330643804,23.3,False
715.0,80483,nokia,benchtop,black,Hydroxyurea (oral),33 mix 8,0.2330643804,23.3,False
716.0,80483,nokia,lightbox,black,Hydroxyurea (oral),33 mix 8,0.2330643804,23.3,False
717.0,80483,nokia,no light,black,Hydroxyurea (oral),33 mix 8,0.2330643804,23.3,False
718.0,80483,ipad,benchtop,black,Hydroxyurea (oral),33 mix 8,0.2330643804,23.3,False
719.0,80483,ipad,lightbox,black,Hydroxyurea (oral),33 mix 8,0.2330643804,23.3,False
720.0,80483,ipad,no light,black,Hydroxyurea (oral),33 mix 8,0.2330643804,23.3,False
721.0,81351,nokia,benchtop,white,Lactose,lactose 1,,,False
722.0,81351,nokia,lightbox,white,Lactose,lactose 1,,,False
723.0,81351,nokia,no light,white,Lactose,lactose 1,,,False
724.0,81351,ipad,benchtop,white,Lactose,lactose 1,,,False
725.0,81351,ipad,lightbox,white,Lactose,lactose 1,,,False
726.0,81351,ipad,no light,white,Lactose,lactose 1,,,False
727.0,81350,nokia,benchtop,white,Lactose,lactose 2,,,False
728.0,81350,nokia,lightbox,white,Lactose,lactose 2,,,False
729.0,81350,nokia,no light,white,Lactose,lactose 2,,,False
730.0,81350,ipad,benchtop,white,Lactose,lactose 2,,,False
731.0,81350,ipad,lightbox,white,Lactose,lactose 2,,,False
732.0,81350,ipad,no light,white,Lactose,lactose 2,,,False
733.0,81352,nokia,benchtop,white,Lactose,lactose 3,,,False
734.0,81352,nokia,lightbox,white,Lactose,lactose 3,,,False
735.0,81352,nokia,no light,white,Lactose,lactose 3,,,False
736.0,81352,ipad,benchtop,white,Lactose,lactose 3,,,False
737.0,81352,ipad,lightbox,white,Lactose,lactose 3,,,False
738.0,81352,ipad,no light,white,Lactose,lactose 3,,,False
739.0,81353,nokia,benchtop,white,Lactose,lactose4,,,False
740.0,81353,nokia,lightbox,white,Lactose,lactose4,,,False
741.0,81353,nokia,no light,white,Lactose,lactose4,,,False
742.0,81353,ipad,benchtop,white,Lactose,lactose4,,,False
743.0,81353,ipad,lightbox,white,Lactose,lactose4,,,False
744.0,81353,ipad,no light,white,Lactose,lactose4,,,False
745.0,81354,nokia,benchtop,white,Lactose,lactose 5,,,False
746.0,81354,nokia,lightbox,white,Lactose,lactose 5,,,False
747.0,81354,nokia,no light,white,Lactose,lactose 5,,,False
748.0,81354,ipad,benchtop,white,Lactose,lactose 5,,,False
749.0,81354,ipad,lightbox,white,Lactose,lactose 5,,,False
750.0,81354,ipad,no light,white,Lactose,lactose 5,,,False
751.0,81355,nokia,benchtop,black,Lactose,lactose 6,,,False
752.0,81355,nokia,lightbox,black,Lactose,lactose 6,,,False
753.0,81355,nokia,no light,black,Lactose,lactose 6,,,False
754.0,81355,ipad,benchtop,black,Lactose,lactose 6,,,False
755.0,81355,ipad,lightbox,black,Lactose,lactose 6,,,False
756.0,81355,ipad,no light,black,Lactose,lactose 6,,,False
757.0,81356,nokia,benchtop,black,Lactose,lactose7,,,False
758.0,81356,nokia,lightbox,black,Lactose,lactose7,,,False
759.0,81356,nokia,no light,black,Lactose,lactose7,,,False
760.0,81356,ipad,benchtop,black,Lactose,lactose7,,,False
761.0,81356,ipad,lightbox,black,Lactose,lactose7,,,False
762.0,81356,ipad,no light,black,Lactose,lactose7,,,False
763.0,81357,nokia,benchtop,black,Lactose,lactose8,,,False
764.0,81357,nokia,lightbox,black,Lactose,lactose8,,,False
765.0,81357,nokia,no light,black,Lactose,lactose8,,,False
766.0,81357,ipad,benchtop,black,Lactose,lactose8,,,False
767.0,81357,ipad,lightbox,black,Lactose,lactose8,,,False
768.0,81357,ipad,no light,black,Lactose,lactose8,,,False
769.0,81696,nokia,benchtop,black,Lactose,lactose9,,,False
770.0,81696,nokia,lightbox,black,Lactose,lactose9,,,False
771.0,81696,nokia,no light,black,Lactose,lactose9,,,False
772.0,81696,nokia,benchtop,black,Lactose,lactose9,,,False
773.0,81696,ipad,lightbox,black,Lactose,lactose9,,,False
774.0,81696,ipad,no light,black,Lactose,lactose9,,,False
775.0,81697,nokia,benchtop,black,Lactose,lactose10,,,False
776.0,81697,nokia,lightbox,black,Lactose,lactose10,,,False
777.0,81697,nokia,no light,black,Lactose,lactose10,,,False
778.0,81697,ipad,benchtop,black,Lactose,lactose10,,,False
779.0,81697,ipad,lightbox,black,Lactose,lactose10,,,False
780.0,81697,ipad,no light,black,Lactose,lactose10,,,False
781.0,80682,ipad,benchtop,white,Doxorubicin,std,1.956,97.8,False
782.0,80682,ipad,lightbox,white,Doxorubicin,std,1.956,97.8,False
783.0,80682,ipad,no light,white,Doxorubicin,std,1.956,97.8,False
784.0,80682,pixel,benchtop,white,Doxorubicin,std,1.956,97.8,False
785.0,80682,pixel,lightbox,white,Doxorubicin,std,1.956,97.8,False
786.0,80682,pixel,no light,white,Doxorubicin,std,1.956,97.8,False
787.0,81650,ipad,benchtop,white,Doxorubicin,v33_1,1.874,93.7,False
788.0,81650,ipad,lightbox,white,Doxorubicin,v33_1,1.874,93.7,False
789.0,81650,ipad,no light,white,Doxorubicin,v33_1,1.874,93.7,False
790.0,81650,pixel,benchtop,white,Doxorubicin,v33_1,1.874,93.7,False
791.0,81650,pixel,lightbox,white,Doxorubicin,v33_1,1.874,93.7,False
792.0,81650,pixel,no light,white,Doxorubicin,v33_1,1.874,93.7,False
793.0,81526,ipad,benchtop,white,Doxorubicin,v33_2,1.874,93.7,False
794.0,81526,ipad,lightbox,white,Doxorubicin,v33_2,1.874,93.7,False
795.0,81526,ipad,no light,white,Doxorubicin,v33_2,1.874,93.7,False
796.0,81526,pixel,benchtop,white,Doxorubicin,v33_2,1.874,93.7,False
797.0,81526,pixel,lightbox,white,Doxorubicin,v33_2,1.874,93.7,False
798.0,81526,pixel,no light,white,Doxorubicin,v33_2,1.874,93.7,False
799.0,81651,ipad,benchtop,white,Doxorubicin,v33_3,1.874,93.7,False
800.0,81651,ipad,lightbox,white,Doxorubicin,v33_3,1.874,93.7,False
801.0,81651,ipad,no light,white,Doxorubicin,v33_3,1.874,93.7,False
802.0,81651,pixel,benchtop,white,Doxorubicin,v33_3,1.874,93.7,False
803.0,81651,pixel,lightbox,white,Doxorubicin,v33_3,1.874,93.7,False
804.0,81651,pixel,no light,white,Doxorubicin,v33_3,1.874,93.7,False
805.0,81527,ipad,benchtop,white,Doxorubicin,v33_4,1.874,93.7,False
806.0,81527,ipad,lightbox,white,Doxorubicin,v33_4,1.874,93.7,False
807.0,81527,ipad,no light,white,Doxorubicin,v33_4,1.874,93.7,False
808.0,81527,pixel,benchtop,white,Doxorubicin,v33_4,1.874,93.7,False
809.0,81527,pixel,lightbox,white,Doxorubicin,v33_4,1.874,93.7,False
810.0,81527,pixel,no light,white,Doxorubicin,v33_4,1.874,93.7,False
811.0,81834,ipad,benchtop,black,Doxorubicin,v33_5,1.874,93.7,False
812.0,81834,ipad,lightbox,black,Doxorubicin,v33_5,1.874,93.7,False
813.0,81834,ipad,no light,black,Doxorubicin,v33_5,1.874,93.7,False
814.0,81834,pixel,benchtop,black,Doxorubicin,v33_5,1.874,93.7,False
815.0,81834,pixel,lightbox,black,Doxorubicin,v33_5,1.874,93.7,False
816.0,81834,pixel,no light,black,Doxorubicin,v33_5,1.874,93.7,False
817.0,80683,ipad,benchtop,black,Doxorubicin,v33_6,1.874,93.7,False
818.0,80683,ipad,lightbox,black,Doxorubicin,v33_6,1.874,93.7,False
819.0,80683,ipad,no light,black,Doxorubicin,v33_6,1.874,93.7,False
820.0,80683,pixel,benchtop,black,Doxorubicin,v33_6,1.874,93.7,False
821.0,80683,pixel,lightbox,black,Doxorubicin,v33_6,1.874,93.7,False
822.0,80683,pixel,no light,black,Doxorubicin,v33_6,1.874,93.7,False
823.0,81835,ipad,benchtop,black,Doxorubicin,v33_7,1.874,93.7,False
824.0,81835,ipad,lightbox,black,Doxorubicin,v33_7,1.874,93.7,False
825.0,81835,ipad,no light,black,Doxorubicin,v33_7,1.874,93.7,False
826.0,81835,pixel,benchtop,black,Doxorubicin,v33_7,1.874,93.7,False
827.0,81835,pixel,lightbox,black,Doxorubicin,v33_7,1.874,93.7,False
828.0,81835,pixel,no light,black,Doxorubicin,v33_7,1.874,93.7,False
829.0,81664,ipad,benchtop,black,Doxorubicin,v33_8,1.874,93.7,False
830.0,81664,ipad,lightbox,black,Doxorubicin,v33_8,1.874,93.7,False
831.0,81664,ipad,no light,black,Doxorubicin,v33_8,1.874,93.7,False
832.0,81664,pixel,benchtop,black,Doxorubicin,v33_8,1.874,93.7,False
833.0,81664,pixel,lightbox,black,Doxorubicin,v33_8,1.874,93.7,False
834.0,81664,pixel,no light,black,Doxorubicin,v33_8,1.874,93.7,False
835.0,80512,ipad,benchtop,white,Doxorubicin,v34_1,1.872,93.6,False
836.0,80512,ipad,lightbox,white,Doxorubicin,v34_1,1.872,93.6,False
837.0,80512,ipad,no light,white,Doxorubicin,v34_1,1.872,93.6,False
838.0,80512,pixel,benchtop,white,Doxorubicin,v34_1,1.872,93.6,False
839.0,80512,pixel,lightbox,white,Doxorubicin,v34_1,1.872,93.6,False
840.0,80512,pixel,no light,white,Doxorubicin,v34_1,1.872,93.6,False
841.0,80521,ipad,benchtop,white,Doxorubicin,v34_2,1.872,93.6,False
842.0,80521,ipad,lightbox,white,Doxorubicin,v34_2,1.872,93.6,False
843.0,80521,ipad,no light,white,Doxorubicin,v34_2,1.872,93.6,False
844.0,80521,pixel,benchtop,white,Doxorubicin,v34_2,1.872,93.6,False
845.0,80521,pixel,lightbox,white,Doxorubicin,v34_2,1.872,93.6,False
846.0,80521,pixel,no light,white,Doxorubicin,v34_2,1.872,93.6,False
847.0,80930,ipad,benchtop,white,Doxorubicin,v34_3,1.872,93.6,False
848.0,80930,ipad,lightbox,white,Doxorubicin,v34_3,1.872,93.6,False
849.0,80930,ipad,no light,white,Doxorubicin,v34_3,1.872,93.6,False
850.0,80930,pixel,benchtop,white,Doxorubicin,v34_3,1.872,93.6,False
851.0,80930,pixel,lightbox,white,Doxorubicin,v34_3,1.872,93.6,False
852.0,80930,pixel,no light,white,Doxorubicin,v34_3,1.872,93.6,False
853.0,80744,ipad,benchtop,white,Doxorubicin,v34_4,1.872,93.6,False
854.0,80744,ipad,lightbox,white,Doxorubicin,v34_4,1.872,93.6,False
855.0,80744,ipad,no light,white,Doxorubicin,v34_4,1.872,93.6,False
856.0,80744,pixel,benchtop,white,Doxorubicin,v34_4,1.872,93.6,False
857.0,80744,pixel,lightbox,white,Doxorubicin,v34_4,1.872,93.6,False
858.0,80744,pixel,no light,white,Doxorubicin,v34_4,1.872,93.6,False
859.0,80931,ipad,benchtop,black,Doxorubicin,v34_5,1.872,93.6,False
860.0,80931,ipad,lightbox,black,Doxorubicin,v34_5,1.872,93.6,False
861.0,80931,ipad,no light,black,Doxorubicin,v34_5,1.872,93.6,False
862.0,80931,pixel,benchtop,black,Doxorubicin,v34_5,1.872,93.6,False
863.0,80931,pixel,lightbox,black,Doxorubicin,v34_5,1.872,93.6,False
864.0,80931,pixel,no light,black,Doxorubicin,v34_5,1.872,93.6,False
865.0,80941,ipad,benchtop,black,Doxorubicin,v34_6,1.872,93.6,False
866.0,80941,ipad,no light,black,Doxorubicin,v34_6,1.872,93.6,False
867.0,80941,pixel,benchtop,black,Doxorubicin,v34_6,1.872,93.6,False
868.0,80941,pixel,lightbox,black,Doxorubicin,v34_6,1.872,93.6,False
869.0,80941,pixel,no light,black,Doxorubicin,v34_6,1.872,93.6,False
870.0,80940,ipad,benchtop,black,Doxorubicin,v34_7,1.872,93.6,False
871.0,80940,ipad,lightbox,black,Doxorubicin,v34_7,1.872,93.6,False
872.0,80940,ipad,no light,black,Doxorubicin,v34_7,1.872,93.6,False
873.0,80940,pixel,benchtop,black,Doxorubicin,v34_7,1.872,93.6,False
874.0,80940,pixel,lightbox,black,Doxorubicin,v34_7,1.872,93.6,False
875.0,80940,pixel,no light,black,Doxorubicin,v34_7,1.872,93.6,False
876.0,80932,ipad,benchtop,black,Doxorubicin,v34_8,1.872,93.6,False
877.0,80932,ipad,lightbox,black,Doxorubicin,v34_8,1.872,93.6,False
878.0,80932,ipad,no light,black,Doxorubicin,v34_8,1.872,93.6,False
879.0,80932,pixel,benchtop,black,Doxorubicin,v34_8,1.872,93.6,False
880.0,80932,pixel,lightbox,black,Doxorubicin,v34_8,1.872,93.6,False
881.0,80932,pixel,no light,black,Doxorubicin,v34_8,1.872,93.6,False
882.0,81131,ipad,benchtop,white,Doxorubicin,v35_1,1.84,92.0,False
883.0,81131,ipad,lightbox,white,Doxorubicin,v35_1,1.84,92.0,False
884.0,81131,ipad,no light,white,Doxorubicin,v35_1,1.84,92.0,False
885.0,81131,pixel,benchtop,white,Doxorubicin,v35_1,1.84,92.0,False
886.0,81131,pixel,lightbox,white,Doxorubicin,v35_1,1.84,92.0,False
887.0,81131,pixel,no light,white,Doxorubicin,v35_1,1.84,92.0,False
888.0,80777,ipad,benchtop,white,Doxorubicin,v35_2,1.84,92.0,False
889.0,80777,ipad,lightbox,white,Doxorubicin,v35_2,1.84,92.0,False
890.0,80777,ipad,no light,white,Doxorubicin,v35_2,1.84,92.0,False
891.0,80777,pixel,benchtop,white,Doxorubicin,v35_2,1.84,92.0,False
892.0,80777,pixel,lightbox,white,Doxorubicin,v35_2,1.84,92.0,False
893.0,80777,pixel,no light,white,Doxorubicin,v35_2,1.84,92.0,False
894.0,81132,ipad,benchtop,white,Doxorubicin,v35_3,1.84,92.0,False
895.0,81132,ipad,lightbox,white,Doxorubicin,v35_3,1.84,92.0,False
896.0,81132,ipad,no light,white,Doxorubicin,v35_3,1.84,92.0,False
897.0,81132,pixel,benchtop,white,Doxorubicin,v35_3,1.84,92.0,False
898.0,81132,pixel,lightbox,white,Doxorubicin,v35_3,1.84,92.0,False
899.0,81132,pixel,no light,white,Doxorubicin,v35_3,1.84,92.0,False
900.0,81659,ipad,benchtop,white,Doxorubicin,v35_4,1.84,92.0,False
901.0,81659,ipad,lightbox,white,Doxorubicin,v35_4,1.84,92.0,False
902.0,81659,ipad,no light,white,Doxorubicin,v35_4,1.84,92.0,False
903.0,81659,pixel,benchtop,white,Doxorubicin,v35_4,1.84,92.0,False
904.0,81659,pixel,lightbox,white,Doxorubicin,v35_4,1.84,92.0,False
905.0,81659,pixel,no light,white,Doxorubicin,v35_4,1.84,92.0,False
906.0,81133,ipad,benchtop,black,Doxorubicin,v35_5,1.84,92.0,False
907.0,81133,ipad,lightbox,black,Doxorubicin,v35_5,1.84,92.0,False
908.0,81133,ipad,no light,black,Doxorubicin,v35_5,1.84,92.0,False
909.0,81133,pixel,benchtop,black,Doxorubicin,v35_5,1.84,92.0,False
910.0,81133,pixel,lightbox,black,Doxorubicin,v35_5,1.84,92.0,False
911.0,81133,pixel,no light,black,Doxorubicin,v35_5,1.84,92.0,False
912.0,81661,ipad,benchtop,black,Doxorubicin,v35_6,1.84,92.0,False
913.0,81661,ipad,lightbox,black,Doxorubicin,v35_6,1.84,92.0,False
914.0,81661,ipad,no light,black,Doxorubicin,v35_6,1.84,92.0,False
915.0,81661,pixel,benchtop,black,Doxorubicin,v35_6,1.84,92.0,False
916.0,81661,pixel,lightbox,black,Doxorubicin,v35_6,1.84,92.0,False
917.0,81661,pixel,no light,black,Doxorubicin,v35_6,1.84,92.0,False
918.0,80511,ipad,benchtop,black,Doxorubicin,v35_7,1.84,92.0,False
919.0,80511,ipad,lightbox,black,Doxorubicin,v35_7,1.84,92.0,False
920.0,80511,ipad,no light,black,Doxorubicin,v35_7,1.84,92.0,False
921.0,80511,pixel,benchtop,black,Doxorubicin,v35_7,1.84,92.0,False
922.0,80511,pixel,lightbox,black,Doxorubicin,v35_7,1.84,92.0,False
923.0,80511,pixel,no light,black,Doxorubicin,v35_7,1.84,92.0,False
924.0,80557,ipad,benchtop,black,Doxorubicin,v35_8,1.84,92.0,False
925.0,80557,ipad,lightbox,black,Doxorubicin,v35_8,1.84,92.0,False
926.0,80557,ipad,no light,black,Doxorubicin,v35_8,1.84,92.0,False
927.0,80557,pixel,benchtop,black,Doxorubicin,v35_8,1.84,92.0,False
928.0,80557,pixel,lightbox,black,Doxorubicin,v35_8,1.84,92.0,False
929.0,80557,pixel,no light,black,Doxorubicin,v35_8,1.84,92.0,False
930.0,80703,ipad,benchtop,white,Doxorubicin,302a_1,2.088,104.4,False
931.0,80703,ipad,lightbox,white,Doxorubicin,302a_1,2.088,104.4,False
932.0,80703,ipad,no light,white,Doxorubicin,302a_1,2.088,104.4,False
933.0,80703,pixel,benchtop,white,Doxorubicin,302a_1,2.088,104.4,False
934.0,80703,pixel,lightbox,white,Doxorubicin,302a_1,2.088,104.4,False
935.0,80703,pixel,no light,white,Doxorubicin,302a_1,2.088,104.4,False
936.0,80704,ipad,benchtop,white,Doxorubicin,302a_2,2.088,104.4,False
937.0,80704,ipad,lightbox,white,Doxorubicin,302a_2,2.088,104.4,False
938.0,80704,ipad,no light,white,Doxorubicin,302a_2,2.088,104.4,False
939.0,80704,pixel,benchtop,white,Doxorubicin,302a_2,2.088,104.4,False
940.0,80704,pixel,lightbox,white,Doxorubicin,302a_2,2.088,104.4,False
941.0,80704,pixel,no light,white,Doxorubicin,302a_2,2.088,104.4,False
942.0,80928,ipad,benchtop,white,Doxorubicin,302a_3,2.088,104.4,False
943.0,80928,ipad,lightbox,white,Doxorubicin,302a_3,2.088,104.4,False
944.0,80928,ipad,no light,white,Doxorubicin,302a_3,2.088,104.4,False
945.0,80928,pixel,benchtop,white,Doxorubicin,302a_3,2.088,104.4,False
946.0,80928,pixel,lightbox,white,Doxorubicin,302a_3,2.088,104.4,False
947.0,80928,pixel,no light,white,Doxorubicin,302a_3,2.088,104.4,False
948.0,80883,ipad,benchtop,white,Doxorubicin,302a_4,2.088,104.4,False
949.0,80883,ipad,lightbox,white,Doxorubicin,302a_4,2.088,104.4,False
950.0,80883,ipad,no light,white,Doxorubicin,302a_4,2.088,104.4,False
951.0,80883,pixel,benchtop,white,Doxorubicin,302a_4,2.088,104.4,False
952.0,80883,pixel,lightbox,white,Doxorubicin,302a_4,2.088,104.4,False
953.0,80883,pixel,no light,white,Doxorubicin,302a_4,2.088,104.4,False
954.0,81833,ipad,benchtop,black,Doxorubicin,302a_5,2.088,104.4,False
955.0,81833,ipad,lightbox,black,Doxorubicin,302a_5,2.088,104.4,False
956.0,81833,ipad,no light,black,Doxorubicin,302a_5,2.088,104.4,False
957.0,81833,pixel,benchtop,black,Doxorubicin,302a_5,2.088,104.4,False
958.0,81833,pixel,lightbox,black,Doxorubicin,302a_5,2.088,104.4,False
959.0,81833,pixel,no light,black,Doxorubicin,302a_5,2.088,104.4,False
960.0,81349,ipad,benchtop,black,Doxorubicin,302a_6,2.088,104.4,False
961.0,81349,ipad,lightbox,black,Doxorubicin,302a_6,2.088,104.4,False
962.0,81349,ipad,no light,black,Doxorubicin,302a_6,2.088,104.4,False
963.0,81349,pixel,benchtop,black,Doxorubicin,302a_6,2.088,104.4,False
964.0,81349,pixel,lightbox,black,Doxorubicin,302a_6,2.088,104.4,False
965.0,81349,pixel,no light,black,Doxorubicin,302a_6,2.088,104.4,False
966.0,80933,ipad,benchtop,black,Doxorubicin,302a_7,2.088,104.4,False
967.0,80933,ipad,lightbox,black,Doxorubicin,302a_7,2.088,104.4,False
968.0,80933,ipad,no light,black,Doxorubicin,302a_7,2.088,104.4,False
969.0,80933,pixel,benchtop,black,Doxorubicin,302a_7,2.088,104.4,False
970.0,80933,pixel,lightbox,black,Doxorubicin,302a_7,2.088,104.4,False
971.0,80933,pixel,no light,black,Doxorubicin,302a_7,2.088,104.4,False
972.0,80681,ipad,benchtop,black,Doxorubicin,302a_8,2.088,104.4,False
973.0,80681,ipad,lightbox,black,Doxorubicin,302a_8,2.088,104.4,False
974.0,80681,ipad,no light,black,Doxorubicin,302a_8,2.088,104.4,False
975.0,80681,pixel,benchtop,black,Doxorubicin,302a_8,2.088,104.4,False
976.0,80681,pixel,lightbox,black,Doxorubicin,302a_8,2.088,104.4,False
977.0,80681,pixel,no light,black,Doxorubicin,302a_8,2.088,104.4,False
978.0,80776,ipad,benchtop,white,Doxorubicin,501e_1,1.85,92.5,False
979.0,80776,ipad,lightbox,white,Doxorubicin,501e_1,1.85,92.5,False
980.0,80776,ipad,no light,white,Doxorubicin,501e_1,1.85,92.5,False
981.0,80776,pixel,benchtop,white,Doxorubicin,501e_1,1.85,92.5,False
982.0,80776,pixel,lightbox,white,Doxorubicin,501e_1,1.85,92.5,False
983.0,80776,pixel,no light,white,Doxorubicin,501e_1,1.85,92.5,False
984.0,80438,ipad,benchtop,white,Doxorubicin,501e_2,1.85,92.5,False
985.0,80438,ipad,lightbox,white,Doxorubicin,501e_2,1.85,92.5,False
986.0,80438,ipad,no light,white,Doxorubicin,501e_2,1.85,92.5,False
987.0,80438,pixel,benchtop,white,Doxorubicin,501e_2,1.85,92.5,False
988.0,80438,pixel,lightbox,white,Doxorubicin,501e_2,1.85,92.5,False
989.0,80438,pixel,no light,white,Doxorubicin,501e_2,1.85,92.5,False
990.0,80045,ipad,benchtop,white,Doxorubicin,501e_3,1.85,92.5,False
991.0,80045,ipad,lightbox,white,Doxorubicin,501e_3,1.85,92.5,False
992.0,80045,ipad,no light,white,Doxorubicin,501e_3,1.85,92.5,False
993.0,80045,pixel,benchtop,white,Doxorubicin,501e_3,1.85,92.5,False
994.0,80045,pixel,lightbox,white,Doxorubicin,501e_3,1.85,92.5,False
995.0,80045,pixel,no light,white,Doxorubicin,501e_3,1.85,92.5,False
996.0,81540,ipad,benchtop,white,Doxorubicin,501e_4,1.85,92.5,False
997.0,81540,ipad,lightbox,white,Doxorubicin,501e_4,1.85,92.5,False
998.0,81540,ipad,no light,white,Doxorubicin,501e_4,1.85,92.5,False
999.0,81540,pixel,benchtop,white,Doxorubicin,501e_4,1.85,92.5,False
1000.0,81540,pixel,lightbox,white,Doxorubicin,501e_4,1.85,92.5,False
1001.0,81540,pixel,no light,white,Doxorubicin,501e_4,1.85,92.5,False
1002.0,81541,ipad,benchtop,black,Doxorubicin,501e_5,1.85,92.5,False
1003.0,81541,ipad,lightbox,black,Doxorubicin,501e_5,1.85,92.5,False
1004.0,81541,ipad,no light,black,Doxorubicin,501e_5,1.85,92.5,False
1005.0,81541,pixel,benchtop,black,Doxorubicin,501e_5,1.85,92.5,False
1006.0,81541,pixel,lightbox,black,Doxorubicin,501e_5,1.85,92.5,False
1007.0,81541,pixel,no light,black,Doxorubicin,501e_5,1.85,92.5,False
1008.0,81347,ipad,benchtop,black,Doxorubicin,501e_6,1.85,92.5,False
1009.0,81347,ipad,lightbox,black,Doxorubicin,501e_6,1.85,92.5,False
1010.0,81347,ipad,no light,black,Doxorubicin,501e_6,1.85,92.5,False
1011.0,81347,pixel,benchtop,black,Doxorubicin,501e_6,1.85,92.5,False
1012.0,81347,pixel,lightbox,black,Doxorubicin,501e_6,1.85,92.5,False
1013.0,81347,pixel,no light,black,Doxorubicin,501e_6,1.85,92.5,False
1014.0,80702,ipad,lightbox,black,Doxorubicin,501e_7,1.85,92.5,False
1015.0,80702,ipad,no light,black,Doxorubicin,501e_7,1.85,92.5,False
1016.0,80702,pixel,benchtop,black,Doxorubicin,501e_7,1.85,92.5,False
1017.0,80702,pixel,lightbox,black,Doxorubicin,501e_7,1.85,92.5,False
1018.0,80702,pixel,no light,black,Doxorubicin,501e_7,1.85,92.5,False
1019.0,81130,ipad,benchtop,black,Doxorubicin,501e_8,1.85,92.5,False
1020.0,81130,ipad,lightbox,black,Doxorubicin,501e_8,1.85,92.5,False
1021.0,81130,ipad,no light,black,Doxorubicin,501e_8,1.85,92.5,False
1022.0,81130,pixel,benchtop,black,Doxorubicin,501e_8,1.85,92.5,False
1023.0,81130,pixel,lightbox,black,Doxorubicin,501e_8,1.85,92.5,False
1024.0,81130,pixel,no light,black,Doxorubicin,501e_8,1.85,92.5,False
1025.0,81539,ipad,benchtop,white,Doxorubicin,std,1.956,97.8,False
4254.0,81539,ipad,lightbox,white,Doxorubicin,std,1.956,97.8,False
4255.0,81539,ipad,no light,white,Doxorubicin,std,1.956,97.8,False
4256.0,81539,pixel,benchtop,white,Doxorubicin,std,1.956,97.8,False
4257.0,81539,pixel,lightbox,white,Doxorubicin,std,1.956,97.8,False
4258.0,81539,pixel,no light,white,Doxorubicin,std,1.956,97.8,False
1026.0,81537,ipad,benchtop,white,Doxorubicin,std,1.29096,64.5,False
4259.0,81537,ipad,lightbox,white,Doxorubicin,std,1.29096,64.5,False
4260.0,81537,ipad,no light,white,Doxorubicin,std,1.29096,64.5,False
4261.0,81537,pixel,benchtop,white,Doxorubicin,std,1.29096,64.5,False
4262.0,81537,pixel,lightbox,white,Doxorubicin,std,1.29096,64.5,False
4263.0,81537,pixel,no light,white,Doxorubicin,std,1.29096,64.5,False
1027.0,81535,ipad,benchtop,white,Doxorubicin,v33_1,1.23684,61.8,False
1028.0,81535,ipad,lightbox,white,Doxorubicin,v33_1,1.23684,61.8,False
1029.0,81535,ipad,no light,white,Doxorubicin,v33_1,1.23684,61.8,False
1030.0,81535,pixel,benchtop,white,Doxorubicin,v33_1,1.23684,61.8,False
1031.0,81535,pixel,lightbox,white,Doxorubicin,v33_1,1.23684,61.8,False
1032.0,81535,pixel,no light,white,Doxorubicin,v33_1,1.23684,61.8,False
1033.0,80208,ipad,benchtop,white,Doxorubicin,v33_4,1.23684,61.8,False
1034.0,80208,ipad,lightbox,white,Doxorubicin,v33_4,1.23684,61.8,False
1035.0,80208,ipad,no light,white,Doxorubicin,v33_4,1.23684,61.8,False
1036.0,80208,pixel,benchtop,white,Doxorubicin,v33_4,1.23684,61.8,False
1037.0,80208,pixel,lightbox,white,Doxorubicin,v33_4,1.23684,61.8,False
1038.0,80208,pixel,no light,white,Doxorubicin,v33_4,1.23684,61.8,False
1039.0,80209,ipad,benchtop,white,Doxorubicin,v33_5,1.23684,61.8,False
1040.0,80209,ipad,lightbox,white,Doxorubicin,v33_5,1.23684,61.8,False
1041.0,80209,ipad,no light,white,Doxorubicin,v33_5,1.23684,61.8,False
1042.0,80209,pixel,benchtop,white,Doxorubicin,v33_5,1.23684,61.8,False
